variable,source,meanvals,medianval,stdevvals,min_q,max_q,country,age_distrib,intervention
cost_rsv_hosp_0to1y,mcmarcel,68706.7,49475,64028.5,11815.7,143939.8,GMB,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,157332.8,115107.5,140324.2,28068.5,329777.6,GMB,ZAF,monocl_Ab
hosp_cases,mcmarcel,1853,1544.5,1227.5,524,3421.5,GMB,ZAF,monocl_Ab
hosp_cases,own,1893.5,1579.5,1254.2,535,3496.1,GMB,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,171.3,137,124.8,43,329,GMB,ZAF,monocl_Ab
hosp_cases_averted,own,817.8,682.5,541.7,231,1510.1,GMB,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,415145.6,424871,38526.4,342449.5,450106.2,GMB,ZAF,monocl_Ab
incremental_cost_0to1y,own,218837.6,258497,168992.9,-89900.2,377210.1,GMB,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2236.1,1655.8,2038.1,457.9,4514.6,GMB,ZAF,monocl_Ab
net_cost/DALY_averted,own,205.5,147,268.6,-41.5,491.2,GMB,ZAF,monocl_Ab
rsv_cases,mcmarcel,21058.5,21059,4.1,21052,21064,GMB,ZAF,monocl_Ab
rsv_cases,own,21518.6,21520,48.9,21436,21579,GMB,ZAF,monocl_Ab
rsv_deaths,mcmarcel,40.8,33,30.8,10,79.1,GMB,ZAF,monocl_Ab
rsv_deaths,own,62.3,49,47.9,15,123,GMB,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,5.3,4,4.4,1,10,GMB,ZAF,monocl_Ab
rsv_deaths_averted,own,31.9,25,25.4,7,63.1,GMB,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,1155.8,904.5,900.1,274,2232.1,GMB,ZAF,monocl_Ab
total_DALY_0to1y,own,3450.1,2727.5,2667.9,824,6785.2,GMB,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,331.2,252,273.2,73,646.1,GMB,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,1969.9,1544.5,1555.1,460,3908.9,GMB,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,205853,169376,144746.9,55424.9,381900.2,GMB,ZAF,monocl_Ab
total_medical_cost_0to1y,own,472388.2,396927.5,321543.6,132989.5,864458,GMB,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,51963.9,42238.5,38526.4,13022.9,97073,GMB,ZAF,monocl_Ab
total_medical_cost_averted,own,248271.9,208612,168992.9,69894.7,454331.4,GMB,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,700292.2,493357,675329,108378.7,1461674.1,GHA,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,1600767.7,1143992.5,1493728.1,265842,3300693.8,GHA,ZAF,monocl_Ab
hosp_cases,mcmarcel,18279.2,15239,12108.7,5164.9,33752.4,GHA,ZAF,monocl_Ab
hosp_cases,own,18616.7,15528,12331.3,5265,34383.1,GHA,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,1614.2,1294,1176.3,403,3096.8,GHA,ZAF,monocl_Ab
hosp_cases_averted,own,7699.9,6422.5,5100.3,2178,14221.2,GHA,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,4463814.6,4541238.5,288091.7,3916377.4,4725778.1,GHA,ZAF,monocl_Ab
incremental_cost_0to1y,own,3021815.8,3335702,1244657.8,618601.6,4219529,GHA,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2478.9,1837.3,2241.6,510.3,4952.8,GHA,ZAF,monocl_Ab
net_cost/DALY_averted,own,288.2,205.7,290.4,22.3,638.3,GHA,ZAF,monocl_Ab
rsv_cases,mcmarcel,207735.3,207737,51.6,207648,207799,GHA,ZAF,monocl_Ab
rsv_cases,own,211573.3,211586,419.7,210865,212091,GHA,ZAF,monocl_Ab
rsv_deaths,mcmarcel,402.8,322,304.2,95,784,GHA,ZAF,monocl_Ab
rsv_deaths,own,612.3,486,470.9,145,1206,GHA,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,50.2,38,41.8,11,98,GHA,ZAF,monocl_Ab
rsv_deaths_averted,own,299.9,235,238.8,68,597.2,GHA,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,11672.6,9133.5,9093.9,2763.9,22547.9,GHA,ZAF,monocl_Ab
total_DALY_0to1y,own,34838.2,27539,26947.3,8316.8,68513.1,GHA,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,3207.9,2442.5,2647.3,709,6255.5,GHA,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,19079.4,14964.5,15065.2,4453.9,37857.7,GHA,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,1583892.1,1287383.5,1129913.5,399740.5,2959847.8,GHA,ZAF,monocl_Ab
total_medical_cost_0to1y,own,3622853.2,2999781.5,2470672.4,982770.2,6684288.2,GHA,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,383096.4,305672.5,288091.7,89003.2,730964.5,GHA,ZAF,monocl_Ab
total_medical_cost_averted,own,1825095.2,1511209,1244657.8,495093,3367363,GHA,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,367676.4,234516,427391,49466.6,815994.7,GIN,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,841132.6,544702,960300.7,116367.3,1861428.6,GIN,ZAF,monocl_Ab
hosp_cases,mcmarcel,10398.2,8671,6888,2937.9,19214.4,GIN,ZAF,monocl_Ab
hosp_cases,own,10623.3,8857.5,7036.5,3003.9,19611.2,GIN,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,843.3,676,614.2,211,1619.1,GIN,ZAF,monocl_Ab
hosp_cases_averted,own,4025.9,3356.5,2666.6,1139,7432.1,GIN,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,2165303.2,2195658.5,97510.9,1991987.7,2233612.8,GIN,ZAF,monocl_Ab
incremental_cost_0to1y,own,1825353.2,1958896.5,442395,1048470.5,2137300.8,GIN,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2316,1722.2,2073.2,481.1,4626.3,GIN,ZAF,monocl_Ab
net_cost/DALY_averted,own,332.6,244.2,301.8,47.8,697.2,GIN,ZAF,monocl_Ab
rsv_cases,mcmarcel,118171.7,118174,72.6,118050,118261,GIN,ZAF,monocl_Ab
rsv_cases,own,120731.8,120741,326.2,120184,121134,GIN,ZAF,monocl_Ab
rsv_deaths,mcmarcel,229.3,183,173.1,54,446,GIN,ZAF,monocl_Ab
rsv_deaths,own,349.6,277,268.9,83,689,GIN,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,26.2,20,21.8,6,51,GIN,ZAF,monocl_Ab
rsv_deaths_averted,own,156.8,123,124.9,36,312.2,GIN,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,6605.6,5170.5,5144.1,1565.9,12751.8,GIN,ZAF,monocl_Ab
total_DALY_0to1y,own,19717.8,15583.5,15250,4703.9,38797,GIN,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,1660.9,1264,1369.8,368,3241.3,GIN,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,9879.6,7747,7800.2,2306,19614,GIN,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,407827.8,277209,427995.8,81515.4,858846.6,GIN,ZAF,monocl_Ab
total_medical_cost_0to1y,own,933097.2,643521,959296.8,194083,1940706.8,GIN,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,90362.6,60007.5,97510.9,17076.7,189479.7,GIN,ZAF,monocl_Ab
total_medical_cost_averted,own,430312.6,296769.5,442395,89504.4,894987.5,GIN,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,39432.3,28762.5,35829.3,7298.7,79861.1,GNB,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,90836.2,67409,79521.7,17192.5,182855.9,GNB,ZAF,monocl_Ab
hosp_cases,mcmarcel,1397.7,1165.5,925.9,395,2582.1,GNB,ZAF,monocl_Ab
hosp_cases,own,1445.9,1204.5,957.7,409,2670.3,GNB,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,111.1,89,80.9,28,213,GNB,ZAF,monocl_Ab
hosp_cases_averted,own,532.1,443.5,352.4,151,983.1,GNB,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,283118.6,288012,18466.3,248914.1,299627.4,GNB,ZAF,monocl_Ab
incremental_cost_0to1y,own,191917,210969,82531,42810.3,268137.3,GNB,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2404.4,1789.1,2161.8,492.3,4779.6,GNB,ZAF,monocl_Ab
net_cost/DALY_averted,own,275.9,198.3,284.3,20.7,603.3,GNB,ZAF,monocl_Ab
rsv_cases,mcmarcel,15884.5,15885,8.5,15870,15895,GNB,ZAF,monocl_Ab
rsv_cases,own,16433.1,16435,65,16324,16513,GNB,ZAF,monocl_Ab
rsv_deaths,mcmarcel,30.9,25,23.3,7,60,GNB,ZAF,monocl_Ab
rsv_deaths,own,47.7,38,36.7,11,94,GNB,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,3.5,3,2.9,1,7,GNB,ZAF,monocl_Ab
rsv_deaths_averted,own,20.7,16,16.5,5,41,GNB,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,859.8,674,668.9,204,1658.1,GNB,ZAF,monocl_Ab
total_DALY_0to1y,own,2567.2,2027,1984.5,613,5052,GNB,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,208.7,159,171.9,46,407,GNB,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,1241.4,974,979.7,290,2466.1,GNB,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,111648.1,90559,82419.1,28348,208769.2,GNB,ZAF,monocl_Ab
total_medical_cost_0to1y,own,258105.8,215406.5,184967.8,67642.7,474333.4,GNB,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,23962.9,19069.5,18466.2,5762.6,45549.6,GNB,ZAF,monocl_Ab
total_medical_cost_averted,own,115164.5,96112.5,82531,30181.6,211643.5,GNB,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,2146312,1703215.5,1598658.6,545825.6,4105218.7,KEN,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,4898364.8,3955422.5,3483224.4,1306603.3,9275652.6,KEN,ZAF,monocl_Ab
hosp_cases,mcmarcel,33249.4,27719,22025.5,9393.9,61387,KEN,ZAF,monocl_Ab
hosp_cases,own,33764,28170.5,22365,9549.8,62379.5,KEN,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,2676.7,2146,1951.1,669,5138.1,KEN,ZAF,monocl_Ab
hosp_cases_averted,own,12758.9,10645,8451.4,3608.9,23572,KEN,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,6751914.2,6933465,761549.8,5320104,7470013.3,KEN,ZAF,monocl_Ab
incremental_cost_0to1y,own,2558311.7,3287405.5,3262854.8,-3457740.5,5747085.6,KEN,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2172.3,1588.5,2027.7,409.6,4365.1,KEN,ZAF,monocl_Ab
net_cost/DALY_averted,own,163.9,111.1,272.2,-95.2,454.2,KEN,ZAF,monocl_Ab
rsv_cases,mcmarcel,377864.6,377867,70.2,377747,377951,KEN,ZAF,monocl_Ab
rsv_cases,own,383717.2,383738,603,382692,384457.2,KEN,ZAF,monocl_Ab
rsv_deaths,mcmarcel,732.4,585,553.1,173,1426,KEN,ZAF,monocl_Ab
rsv_deaths,own,1109.9,881,853.4,263,2185.1,KEN,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,83.2,63,69.3,18,163,KEN,ZAF,monocl_Ab
rsv_deaths_averted,own,496.9,389,395.6,113,989.3,KEN,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,22365.8,17494.5,17438.2,5284.9,43226.3,KEN,ZAF,monocl_Ab
total_DALY_0to1y,own,66743,52738.5,51650.5,15911.5,131292.3,KEN,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,5623.1,4281,4643.8,1241,10963.3,KEN,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,33440.4,26235,26416.8,7794.9,66342.9,KEN,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,5039690,4283552,3237721.2,1506229.2,9093912.5,KEN,ZAF,monocl_Ab
total_medical_cost_0to1y,own,11520246.8,9937529,7083011.4,3638027.6,20041445.7,KEN,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,1113305.8,931755,761549.8,313683.2,2056650.3,KEN,ZAF,monocl_Ab
total_medical_cost_averted,own,5306908.4,4577814.5,3262854.8,1675891.3,9232277.8,KEN,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,55866.9,40787,50766.3,10359.9,115309.3,LSO,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,127971.6,93980.5,111785.1,24609,262266.7,LSO,ZAF,monocl_Ab
hosp_cases,mcmarcel,1390.9,1159.5,921.4,393,2569.2,LSO,ZAF,monocl_Ab
hosp_cases,own,1418.9,1183.5,939.8,401,2620.1,LSO,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,89,71,64.9,22,171,LSO,ZAF,monocl_Ab
hosp_cases_averted,own,425,354.5,281.5,120,785,LSO,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,213168.9,219121.5,22600.1,171357,233306.1,LSO,ZAF,monocl_Ab
incremental_cost_0to1y,own,98597.3,123760.5,100748.6,-87065.3,192231.7,LSO,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2465.9,1824.3,2246,481.1,4987.2,LSO,ZAF,monocl_Ab
net_cost/DALY_averted,own,201.4,146.7,299.3,-109.6,534.2,LSO,ZAF,monocl_Ab
rsv_cases,mcmarcel,15806.7,15807,6.7,15795,15815,LSO,ZAF,monocl_Ab
rsv_cases,own,16124.9,16126,35,16065,16168,LSO,ZAF,monocl_Ab
rsv_deaths,mcmarcel,30.7,25,23.1,7,60,LSO,ZAF,monocl_Ab
rsv_deaths,own,46.7,37,35.9,11,92,LSO,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,2.8,2,2.3,1,5,LSO,ZAF,monocl_Ab
rsv_deaths_averted,own,16.6,13,13.2,4,33,LSO,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,774.4,606,602.3,184,1495.1,LSO,ZAF,monocl_Ab
total_DALY_0to1y,own,2312,1828,1786,554,4544.2,LSO,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,154,117,126.9,34,300.1,LSO,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,916,718.5,722.4,215,1816.9,LSO,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,172622,141684.5,124179.1,46598,322656,LSO,ZAF,monocl_Ab
total_medical_cost_0to1y,own,396875.3,327873.5,276268.1,111146.2,728228.4,LSO,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,30159.7,24207,22600.1,7664.9,57482.1,LSO,ZAF,monocl_Ab
total_medical_cost_averted,own,144731.3,119568,100748.6,40532,265568.5,LSO,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,468.5,327.5,458.4,76,992,LBR,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,1074.1,763,1027.4,179,2272.1,LBR,ZAF,monocl_Ab
hosp_cases,mcmarcel,3477.7,2900,2303.7,983,6424.4,LBR,ZAF,monocl_Ab
hosp_cases,own,3542.1,2954.5,2346.2,1002,6541.3,LBR,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,316.9,254,230.9,79,608.1,LBR,ZAF,monocl_Ab
hosp_cases_averted,own,1512.1,1261,1001.6,428,2792.2,LBR,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,915105.1,915263,531.6,914112,915518,LBR,ZAF,monocl_Ab
incremental_cost_0to1y,own,913144.2,913855.5,2368.6,908748,915068.1,LBR,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2508.1,1879.7,2201.9,552.4,4948.6,LBR,ZAF,monocl_Ab
net_cost/DALY_averted,own,404.3,306.3,328.3,95.7,805.3,LBR,ZAF,monocl_Ab
rsv_cases,mcmarcel,39522,39523,18.5,39491,39545,LBR,ZAF,monocl_Ab
rsv_cases,own,40254.7,40258,86.2,40108,40360.1,LBR,ZAF,monocl_Ab
rsv_deaths,mcmarcel,76.6,61,57.9,18,149,LBR,ZAF,monocl_Ab
rsv_deaths,own,116.5,92,89.6,28,230,LBR,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,9.9,7,8.2,2,19,LBR,ZAF,monocl_Ab
rsv_deaths_averted,own,58.9,46,46.9,13,117.1,LBR,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,2255,1764.5,1757,534,4355.4,LBR,ZAF,monocl_Ab
total_DALY_0to1y,own,6730.3,5320.5,5206.5,1606,13238.4,LBR,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,639.5,487,527.7,141,1247.3,LBR,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,3803.5,2982.5,3003.6,887,7548.5,LBR,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,2089.4,1494,2060.6,317,4414.6,LBR,ZAF,monocl_Ab
total_medical_cost_0to1y,own,4773.6,3406,4555.5,747,9976,LBR,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,521.1,363,531.6,74,1108,LBR,ZAF,monocl_Ab
total_medical_cost_averted,own,2482,1771,2368.6,388,5187,LBR,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,261606.4,186731,245325,45015,543183.7,MDG,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,596265.9,434587,537756,107766,1255229.9,MDG,ZAF,monocl_Ab
hosp_cases,mcmarcel,18839.2,15707,12479.6,5322.9,34791.7,MDG,ZAF,monocl_Ab
hosp_cases,own,19064.4,15908,12628.2,5390.9,35224.9,MDG,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,1615.4,1295,1177.6,404,3101.6,MDG,ZAF,monocl_Ab
hosp_cases_averted,own,7691.3,6418,5094.7,2175,14210.8,MDG,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,4508951.5,4542058,127388,4270875.6,4619829.5,MDG,ZAF,monocl_Ab
incremental_cost_0to1y,own,3890006.5,4019466.5,538120.5,2918501.8,4392817.6,MDG,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2356.6,1760.5,2090.4,505.7,4669.6,MDG,ZAF,monocl_Ab
net_cost/DALY_averted,own,332.7,249.2,283,67.7,670.8,MDG,ZAF,monocl_Ab
rsv_cases,mcmarcel,214099.4,214101,69.1,213983,214185,MDG,ZAF,monocl_Ab
rsv_cases,own,216661.2,216670.5,314.2,216131,217048.1,MDG,ZAF,monocl_Ab
rsv_deaths,mcmarcel,414.8,331.5,313.3,98,808,MDG,ZAF,monocl_Ab
rsv_deaths,own,626.1,497,481.4,148,1233,MDG,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,50.2,38,41.8,11,98,MDG,ZAF,monocl_Ab
rsv_deaths_averted,own,299.5,234,238.4,68,596.2,MDG,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,12551.5,9819.5,9786.1,2966,24260.1,MDG,ZAF,monocl_Ab
total_DALY_0to1y,own,37455.3,29595,28984.7,8931.6,73678.1,MDG,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,3375.8,2570.5,2788,745,6581.2,MDG,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,20075.7,15752,15858.7,4680,39823.8,MDG,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,699291.1,568100.5,508079.6,185168.9,1309944.8,MDG,ZAF,monocl_Ab
total_medical_cost_0to1y,own,1592540.9,1329589.5,1093000,434307.4,2925220.2,MDG,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,165116.2,132010,127388,41106.7,311918,MDG,ZAF,monocl_Ab
total_medical_cost_averted,own,784061.2,654601.5,538120.5,213823.8,1440184,MDG,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,188757,134908.5,186403.3,31662.6,392564,MWI,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,432949,319998,405865,74921.3,907612.5,MWI,ZAF,monocl_Ab
hosp_cases,mcmarcel,15431.8,12865,10222.5,4359.9,28494.7,MWI,ZAF,monocl_Ab
hosp_cases,own,15839.8,13208,10491.8,4478.9,29242.2,MWI,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,1258.9,1009,917.1,315,2416.3,MWI,ZAF,monocl_Ab
hosp_cases_averted,own,6021.6,5021,3988.5,1703,11117,MWI,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,3254752.5,3289907,130404.6,3013027.9,3363690.3,MWI,ZAF,monocl_Ab
incremental_cost_0to1y,own,2669839.4,2819518.5,567418.3,1606539.1,3165783.3,MWI,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2253.7,1681.3,1997.5,483.9,4458.8,MWI,ZAF,monocl_Ab
net_cost/DALY_averted,own,301.5,225.3,264.3,58.5,609.6,MWI,ZAF,monocl_Ab
rsv_cases,mcmarcel,175375.6,175377,44.8,175300,175431,MWI,ZAF,monocl_Ab
rsv_cases,own,180015.9,180033.5,450.6,179244.9,180565.1,MWI,ZAF,monocl_Ab
rsv_deaths,mcmarcel,340.3,272,257,80,662.1,MWI,ZAF,monocl_Ab
rsv_deaths,own,522,414,401.6,124,1028,MWI,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,39.1,30,32.6,8,77,MWI,ZAF,monocl_Ab
rsv_deaths_averted,own,234.7,184,186.9,53,467.2,MWI,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,10121.6,7922,7885.3,2396.8,19545.5,MWI,ZAF,monocl_Ab
total_DALY_0to1y,own,30209.2,23875.5,23369.2,7203,59438.9,MWI,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,2544.9,1937,2099.7,563,4965.8,MWI,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,15135.9,11869,11952.4,3531,30047.6,MWI,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,696157.2,547026.5,559339.7,167285.4,1322680.9,MWI,ZAF,monocl_Ab
total_medical_cost_0to1y,own,1601330,1277302,1228359,402228.9,3032607.8,MWI,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,154792.4,119638,130404.6,34937.1,300590.3,MWI,ZAF,monocl_Ab
total_medical_cost_averted,own,739705.5,590026.5,567418.2,185802.7,1400858.5,MWI,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,453691.9,330669.5,418377.7,78777.7,931718.3,MLI,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,1043659.5,769453.5,928026.2,188629.9,2131468.7,MLI,ZAF,monocl_Ab
hosp_cases,mcmarcel,16730.1,13951.5,11082.4,4727.8,30912.9,MLI,ZAF,monocl_Ab
hosp_cases,own,17243.4,14365.5,11420.9,4877.9,31843.8,MLI,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,1467.2,1176.5,1068.2,367,2816.2,MLI,ZAF,monocl_Ab
hosp_cases_averted,own,7021.6,5849.5,4650.7,1987,12966.8,MLI,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,3823048.5,3862770,166426.7,3510454.7,3972935.9,MLI,ZAF,monocl_Ab
incremental_cost_0to1y,own,2963895.9,3132395.5,713758.4,1633016.1,3648353.9,MLI,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2424.3,1812.7,2167.4,508.9,4803.8,MLI,ZAF,monocl_Ab
net_cost/DALY_averted,own,315.5,232.3,289.7,48.6,645.8,MLI,ZAF,monocl_Ab
rsv_cases,mcmarcel,190130.8,190134,111.2,189944,190268,MLI,ZAF,monocl_Ab
rsv_cases,own,195969,195988,700.4,194794,196833.1,MLI,ZAF,monocl_Ab
rsv_deaths,mcmarcel,369.3,295,278.8,87,718.1,MLI,ZAF,monocl_Ab
rsv_deaths,own,568.6,451,437.4,135,1119,MLI,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,45.6,35,37.9,10,89,MLI,ZAF,monocl_Ab
rsv_deaths_averted,own,273.7,214,217.9,62,545.1,MLI,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,10375.4,8128,8073.6,2461.8,20014.6,MLI,ZAF,monocl_Ab
total_DALY_0to1y,own,30975.5,24465.5,23948.2,7396,60952.3,MLI,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,2790.8,2125,2299.8,618,5444.5,MLI,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,16603.2,13027,13104.1,3879.9,32973.9,MLI,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,954218,790405,661218,269144.7,1730800.8,MLI,ZAF,monocl_Ab
total_medical_cost_0to1y,own,2197419,1856499,1444123.8,650700.6,3950152.9,MLI,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,226922.1,187200.5,166426.7,58427.9,411415.1,MLI,ZAF,monocl_Ab
total_medical_cost_averted,own,1086074.7,917575,713758.4,321609.3,1952364.3,MLI,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,mcmarcel,136313.8,99850,122249.5,23951.7,280217.5,MRT,ZAF,monocl_Ab
cost_rsv_hosp_0to1y,own,313578.4,235643,273131.9,58055.1,641917.4,MRT,ZAF,monocl_Ab
hosp_cases,mcmarcel,3131.6,2611,2074.5,885,5781.8,MRT,ZAF,monocl_Ab
hosp_cases,own,3226.5,2689,2137.1,913,5957.1,MRT,ZAF,monocl_Ab
hosp_cases_averted,mcmarcel,295.4,237,215.2,74,567,MRT,ZAF,monocl_Ab
hosp_cases_averted,own,1414.3,1179,936.8,400,2611.1,MRT,ZAF,monocl_Ab
incremental_cost_0to1y,mcmarcel,766984.3,782295,56120.3,659491.1,819316.8,MRT,ZAF,monocl_Ab
incremental_cost_0to1y,own,466718.3,526789.5,253317.1,-19928.8,707413.7,MRT,ZAF,monocl_Ab
net_cost/DALY_averted,mcmarcel,2322,1721,2106.8,472.9,4624.2,MRT,ZAF,monocl_Ab
net_cost/DALY_averted,own,247.6,174,275.8,-3.7,559.1,MRT,ZAF,monocl_Ab
rsv_cases,mcmarcel,35589.7,35590,7.4,35577,35599,MRT,ZAF,monocl_Ab
rsv_cases,own,36668.2,36672,107.3,36486,36800,MRT,ZAF,monocl_Ab
rsv_deaths,mcmarcel,69.1,55,52.2,16,134.1,MRT,ZAF,monocl_Ab
rsv_deaths,own,106.4,84,81.9,25,209.1,MRT,ZAF,monocl_Ab
rsv_deaths_averted,mcmarcel,9.2,7,7.6,2,18,MRT,ZAF,monocl_Ab
rsv_deaths_averted,own,55.1,43,43.9,13,110,MRT,ZAF,monocl_Ab
total_DALY_0to1y,mcmarcel,2036.3,1594.5,1585.9,482.9,3931.2,MRT,ZAF,monocl_Ab
total_DALY_0to1y,own,6078.1,4803,4701.3,1449,11962.5,MRT,ZAF,monocl_Ab
total_DALY_0to1y_averted,mcmarcel,589.4,449,486.1,130,1150.1,MRT,ZAF,monocl_Ab
total_DALY_0to1y_averted,own,3505.7,2749,2768,818,6961.3,MRT,ZAF,monocl_Ab
total_medical_cost_0to1y,mcmarcel,308538,254604,211064.4,85476.1,569657.7,MRT,ZAF,monocl_Ab
total_medical_cost_0to1y,own,712572.7,599672,476096,206780.9,1291974.7,MRT,ZAF,monocl_Ab
total_medical_cost_averted,mcmarcel,78873.6,63563,56120.3,20718.3,147137.4,MRT,ZAF,monocl_Ab
