variable,source,meanvals,medianval,stdevvals,min_q,max_q,country,age_distrib
rsv_deaths_averted,mcmarcel,32.7,25,27.8,7,66,MLI,KEN
rsv_deaths_averted,own,191.6,147,154.8,43,373.1,MLI,KEN
total_DALY_0to1y,mcmarcel,10322.5,8107,8007.3,2441.8,20315.6,MLI,KEN
total_DALY_0to1y,own,25250.4,19712.5,19537.1,6077.7,48598.3,MLI,KEN
total_DALY_0to1y_averted,mcmarcel,1995.7,1511.5,1682.9,425,4003.1,MLI,KEN
total_DALY_0to1y_averted,own,11608.8,8951.5,9301.8,2697.5,22540,MLI,KEN
total_medical_cost_0to1y,mcmarcel,955052.9,789535,658698.6,260703.9,1762204,MLI,KEN
total_medical_cost_0to1y,own,1864240.2,1571743,1225436.8,536944.3,3427230.1,MLI,KEN
total_medical_cost_averted,mcmarcel,156853.2,125401.5,117622.6,39496.8,299842.6,MLI,KEN
total_medical_cost_averted,own,747828.2,630495,491576.3,215391.5,1374811.9,MLI,KEN
cost_rsv_hosp_0to1y,mcmarcel,135667.7,98817.5,122363.6,24745.9,280695.4,MRT,KEN
cost_rsv_hosp_0to1y,own,265926.2,195993,233980.4,50325.7,540265.9,MRT,KEN
hosp_cases,mcmarcel,3109.2,2566.5,2067,900,5773,MRT,KEN
hosp_cases,own,3178.2,2623.5,2112.6,920.9,5902.3,MRT,KEN
hosp_cases_averted,mcmarcel,202,161,151.6,51,385,MRT,KEN
hosp_cases_averted,own,966.4,798,642.4,280,1795.1,MRT,KEN
incremental_cost_0to1y,mcmarcel,380054.5,390768.5,40155.9,305375.6,417317.7,MRT,KEN
incremental_cost_0to1y,own,173480.4,216450,172824.6,-147936.1,340006.5,MRT,KEN
net_cost/DALY_averted,mcmarcel,1660.4,1201.5,1578.1,307.5,3384.6,MRT,KEN
net_cost/DALY_averted,own,142.2,100.3,210,-52.7,361.2,MRT,KEN
rsv_cases,mcmarcel,35589.7,35590,7.3,35577,35599,MRT,KEN
rsv_cases,own,36380.5,36385,104.8,36199,36509,MRT,KEN
rsv_deaths,mcmarcel,68.9,54,52,17,136.1,MRT,KEN
rsv_deaths,own,95.9,76,73.2,23,187,MRT,KEN
rsv_deaths_averted,mcmarcel,6.6,5,5.6,1,13,MRT,KEN
rsv_deaths_averted,own,38.6,30,31.2,9,75,MRT,KEN
total_DALY_0to1y,mcmarcel,2025.9,1590.5,1572.8,478,3989.1,MRT,KEN
total_DALY_0to1y,own,4954.8,3866,3835.4,1192.8,9535.7,MRT,KEN
total_DALY_0to1y_averted,mcmarcel,421.5,319,355.7,90,846.2,MRT,KEN
total_DALY_0to1y_averted,own,2451.1,1890.5,1964.8,568.9,4760.3,MRT,KEN
total_medical_cost_0to1y,mcmarcel,309338.5,254281.5,212363.3,83457.6,571956.7,MRT,KEN
total_medical_cost_0to1y,own,604771,505293,400106,172555.2,1097993.9,MRT,KEN
total_medical_cost_averted,mcmarcel,54655,43940.5,40155.9,13324.7,104781.6,MRT,KEN
total_medical_cost_averted,own,261229.1,218260,172824.6,74534.6,474274.9,MRT,KEN
cost_rsv_hosp_0to1y,mcmarcel,395683.3,292528,363530.6,71517.4,816610.5,MOZ,KEN
cost_rsv_hosp_0to1y,own,774495,575578.5,692143.4,143845,1576756.6,MOZ,KEN
hosp_cases,mcmarcel,25151.4,20766,16720.3,7282.9,46683.8,MOZ,KEN
hosp_cases,own,25709.8,21224.5,17089.4,7448.1,47744.9,MOZ,KEN
hosp_cases_averted,mcmarcel,1633.3,1301.5,1226,414.9,3111,MOZ,KEN
hosp_cases_averted,own,7814.4,6451,5194.2,2263.8,14511.9,MOZ,KEN
incremental_cost_0to1y,mcmarcel,3121403,3164654,161081.7,2818969.1,3264637.5,MOZ,KEN
incremental_cost_0to1y,own,2328867.8,2511556.5,717451.2,1047896,2985434.7,MOZ,KEN
net_cost/DALY_averted,mcmarcel,1739.1,1272.3,1602,359,3513.7,MOZ,KEN
net_cost/DALY_averted,own,217.9,157.1,214.3,30,451.5,MOZ,KEN
rsv_cases,mcmarcel,287899.8,287904,114.1,287704,288040.1,MOZ,KEN
rsv_cases,own,294294.3,294332,935.6,292685,295450,MOZ,KEN
rsv_deaths,mcmarcel,557.3,435,420.5,134,1104.2,MOZ,KEN
rsv_deaths,own,775.3,611.5,592.2,183,1510,MOZ,KEN
rsv_deaths_averted,mcmarcel,53.2,40,45.3,11,107.1,MOZ,KEN
rsv_deaths_averted,own,312.1,240,252.2,71,608.1,MOZ,KEN
total_DALY_0to1y,mcmarcel,15607.1,12257.5,12108.5,3690.8,30720.5,MOZ,KEN
total_DALY_0to1y,own,38175.1,29799,29537.3,9195.9,73460.9,MOZ,KEN
total_DALY_0to1y_averted,mcmarcel,3247.1,2459,2738.6,691,6514.1,MOZ,KEN
total_DALY_0to1y_averted,own,18886.3,14564,15133,4389.1,36660.9,MOZ,KEN
total_medical_cost_0to1y,mcmarcel,1182017.5,966151,866751.9,300322.4,2192571.9,MOZ,KEN
total_medical_cost_0to1y,own,2317599.1,1894484.5,1661645,612082.4,4289311,MOZ,KEN
total_medical_cost_averted,mcmarcel,208138.4,164887.5,161081.7,48225.8,394437.6,MOZ,KEN
total_medical_cost_averted,own,1000673.6,817984.5,717451.2,264279.7,1852002.9,MOZ,KEN
cost_rsv_hosp_0to1y,mcmarcel,266501.3,191561,255671.1,48363.8,542768.2,NER,KEN
cost_rsv_hosp_0to1y,own,519596.9,378039.5,484456.6,97685,1055719.9,NER,KEN
hosp_cases,mcmarcel,22268.6,18386,14803.7,6448.8,41327.8,NER,KEN
hosp_cases,own,22733.5,18766,15111,6585.4,42213.5,NER,KEN
hosp_cases_averted,mcmarcel,1442.2,1149,1082.3,366,2747,NER,KEN
hosp_cases_averted,own,6893.6,5690.5,4582.2,1996.8,12801,NER,KEN
incremental_cost_0to1y,mcmarcel,2846614.7,2885499,145213.6,2591125.9,2966954.9,NER,KEN
incremental_cost_0to1y,own,2213505.7,2376025,648920.1,1076921.6,2763904.7,NER,KEN
net_cost/DALY_averted,mcmarcel,1747.4,1275.4,1608.8,360.1,3475.9,NER,KEN
net_cost/DALY_averted,own,225.9,166.3,218.8,35.3,462.1,NER,KEN
rsv_cases,mcmarcel,254901.1,254904,127.7,254684,255061,NER,KEN
rsv_cases,own,260225.8,260249,872.9,258738,261317.1,NER,KEN
rsv_deaths,mcmarcel,493.5,385,372.3,119,977.3,NER,KEN
rsv_deaths,own,685.1,540.5,523.2,162,1333.1,NER,KEN
rsv_deaths_averted,mcmarcel,47,35,40,10,95,NER,KEN
rsv_deaths_averted,own,275.2,212,222.4,62,537,NER,KEN
total_DALY_0to1y,mcmarcel,14143,11106.5,10974.5,3342.9,27841.9,NER,KEN
total_DALY_0to1y,own,34594.6,27003.5,26773.1,8324.3,66584.1,NER,KEN
total_DALY_0to1y_averted,mcmarcel,2942.2,2228.5,2481.8,625.9,5902.9,NER,KEN
total_DALY_0to1y_averted,own,17114.8,13196,13716.5,3974.2,33227.5,NER,KEN
total_medical_cost_0to1y,mcmarcel,948607.5,746917.5,787777.1,209872.1,1848394.5,NER,KEN
total_medical_cost_0to1y,own,1854995.2,1478012.5,1505247.5,431708.9,3509032.3,NER,KEN
total_medical_cost_averted,mcmarcel,166589.1,127705,145213.6,34950.3,333499.4,NER,KEN
total_medical_cost_averted,own,799698.1,637178.5,648920.1,186111.8,1512762.3,NER,KEN
cost_rsv_hosp_0to1y,mcmarcel,9083961.5,6560841.5,8461755.1,1631981.1,18456645.2,NGA,KEN
cost_rsv_hosp_0to1y,own,17754069.9,13133647,15962488.8,3271278.9,36461365.7,NGA,KEN
hosp_cases,mcmarcel,147660.4,121914.5,98161.8,42758.8,274038.6,NGA,KEN
hosp_cases,own,151005.7,124650,100373,43745.6,280407.6,NGA,KEN
hosp_cases_averted,mcmarcel,5620.3,4478,4217.6,1427.9,10702.3,NGA,KEN
hosp_cases_averted,own,26885.3,22193,17870.6,7788.2,49924.5,NGA,KEN
incremental_cost_0to1y,mcmarcel,10540370.7,10897655,1353333.5,7929912.6,11779704.5,NGA,KEN
incremental_cost_0to1y,own,3519778.3,4929025.5,5768803.4,-7692910.8,9107556.5,NGA,KEN
net_cost/DALY_averted,mcmarcel,1894.6,1371.6,1819,329.1,3894.6,NGA,KEN
net_cost/DALY_averted,own,138.8,92.9,236.9,-108.6,390.6,NGA,KEN
rsv_cases,mcmarcel,1690217.6,1690244.5,834.9,1688796,1691252,NGA,KEN
rsv_cases,own,1728530.1,1728717,6046.6,1718237.2,1736010.8,NGA,KEN
rsv_deaths,mcmarcel,3272.9,2556,2469,789,6482.5,NGA,KEN
rsv_deaths,own,4553.8,3592.5,3478.3,1077.8,8865.1,NGA,KEN
rsv_deaths_averted,mcmarcel,183.2,138,155.9,38,370,NGA,KEN
rsv_deaths_averted,own,1073.6,826.5,867.6,243,2093,NGA,KEN
total_DALY_0to1y,mcmarcel,84751.1,66583.5,65683.2,20105.4,166719.1,NGA,KEN
total_DALY_0to1y,own,207342.3,161903,160304.8,50023.9,398893.5,NGA,KEN
total_DALY_0to1y_averted,mcmarcel,10332,7826.5,8706.2,2203.9,20713.6,NGA,KEN
total_DALY_0to1y_averted,own,60101,46348,48124.3,13987.1,116660.6,NGA,KEN
total_medical_cost_0to1y,mcmarcel,17932626.7,14941749.5,12093133.7,5091356.6,33173732.9,NGA,KEN
total_medical_cost_0to1y,own,35088472.3,29515234.5,22814244.2,10216305.9,62993584.6,NGA,KEN
total_medical_cost_averted,mcmarcel,1851868.8,1494584.5,1353333.5,477068.5,3530481.4,NGA,KEN
total_medical_cost_averted,own,8872461.3,7463214,5768803.4,2583292.6,15928539.9,NGA,KEN
cost_rsv_hosp_0to1y,mcmarcel,191914.6,139033,184758.7,33071.3,394303.9,RWA,KEN
cost_rsv_hosp_0to1y,own,373041.3,272503,346366.7,66217.5,770275.7,RWA,KEN
hosp_cases,mcmarcel,7461.4,6159.5,4960.2,2160.9,13853.1,RWA,KEN
hosp_cases,own,7553,6238,5020.8,2187.8,14022,RWA,KEN
hosp_cases_averted,mcmarcel,476.2,379,357.8,121,908,RWA,KEN
hosp_cases_averted,own,2270.9,1875,1509.6,657.9,4216,RWA,KEN
incremental_cost_0to1y,mcmarcel,1011642.2,1032838,79659.6,865389.9,1078862.4,RWA,KEN
incremental_cost_0to1y,own,638806.4,724937.5,339420.7,-1560.9,947876.3,RWA,KEN
net_cost/DALY_averted,mcmarcel,1745.7,1276.9,1619.3,347.4,3539.4,RWA,KEN
net_cost/DALY_averted,own,187.5,136.1,212.5,-0.2,422.5,RWA,KEN
rsv_cases,mcmarcel,85407.5,85408,16.6,85379,85428,RWA,KEN
rsv_cases,own,86457.6,86464,145.3,86206,86636,RWA,KEN
rsv_deaths,mcmarcel,165,129,124.5,40,327.1,RWA,KEN
rsv_deaths,own,227,179,173.3,54,441,RWA,KEN
rsv_deaths_averted,mcmarcel,15.5,12,13.2,3,31,RWA,KEN
rsv_deaths_averted,own,90.6,70,73.2,20,176.1,RWA,KEN
total_DALY_0to1y,mcmarcel,5073.1,3983.5,3942.8,1194.9,9997.4,RWA,KEN
total_DALY_0to1y,own,12404.6,9677.5,9607.4,2977.6,23866.7,RWA,KEN
total_DALY_0to1y_averted,mcmarcel,1055.3,798,891.8,223,2121.2,RWA,KEN
total_DALY_0to1y_averted,own,6136.6,4735,4921.6,1420.8,11916.2,RWA,KEN
total_medical_cost_0to1y,mcmarcel,562648.6,456455,420793.2,146490,1036745.4,RWA,KEN
total_medical_cost_0to1y,own,1096461.2,896070,789693.5,295122.2,2039350.7,RWA,KEN
total_medical_cost_averted,mcmarcel,98437.8,77242,79659.6,23753.1,186465.9,RWA,KEN
total_medical_cost_averted,own,471273.5,385142.5,339420.7,126847.5,876539.9,RWA,KEN
cost_rsv_hosp_0to1y,mcmarcel,8733.7,6308,8019.2,1562.8,18122.2,STP,KEN
cost_rsv_hosp_0to1y,own,16983,12492,15021.1,3150.5,34770.1,STP,KEN
hosp_cases,mcmarcel,136.9,113,91,40,254,STP,KEN
hosp_cases,own,138.9,115,92.3,40,258,STP,KEN
hosp_cases_averted,mcmarcel,8.2,6,6.1,2,16,STP,KEN
hosp_cases_averted,own,38.9,32,25.9,11,72,STP,KEN
incremental_cost_0to1y,mcmarcel,14053.9,15065,3888.6,7039.7,17297.3,STP,KEN
incremental_cost_0to1y,own,-3437,709,16216.1,-34011.8,11231.1,STP,KEN
net_cost/DALY_averted,mcmarcel,1490.9,1075.7,1495.2,190.7,3184.7,STP,KEN
net_cost/DALY_averted,own,-28.3,6.6,324.6,-492.3,224.1,STP,KEN
rsv_cases,mcmarcel,1566.9,1567,0.3,1566,1567,STP,KEN
rsv_cases,own,1589.8,1590,3.1,1584,1594,STP,KEN
rsv_deaths,mcmarcel,3,2,2.3,1,6,STP,KEN
rsv_deaths,own,4.2,3,3.2,1,8,STP,KEN
rsv_deaths_averted,mcmarcel,0.1,0,0.3,0,1,STP,KEN
rsv_deaths_averted,own,1.6,1,1.3,0,3,STP,KEN
total_DALY_0to1y,mcmarcel,91.9,72,71.4,22,181,STP,KEN
total_DALY_0to1y,own,224.7,175,174,54,432,STP,KEN
total_DALY_0to1y_averted,mcmarcel,17.8,13,15,4,36,STP,KEN
total_DALY_0to1y_averted,own,103.3,80,82.8,24,201,STP,KEN
total_medical_cost_0to1y,mcmarcel,28450.6,22800.5,21973.3,7125.6,53449.1,STP,KEN
total_medical_cost_0to1y,own,55354.9,44986.5,40553.2,14428.6,102862.2,STP,KEN
total_medical_cost_averted,mcmarcel,4644,3633,3888.6,1070,8942.4,STP,KEN
total_medical_cost_averted,own,22134.9,17989,16216.1,5769.9,41131.9,STP,KEN
cost_rsv_hosp_0to1y,mcmarcel,641452.9,465562.5,592541.2,117826.6,1318982.8,SEN,KEN
cost_rsv_hosp_0to1y,own,1247226.1,917736,1130177.1,234760.3,2568100.4,SEN,KEN
hosp_cases,mcmarcel,14549.7,12012,9672.4,4212.9,27009.4,SEN,KEN
hosp_cases,own,14687.5,12128.5,9763.5,4253.6,27258.3,SEN,KEN
hosp_cases_averted,mcmarcel,905.2,721,680.3,230,1726,SEN,KEN
hosp_cases_averted,own,4313.2,3562,2867.2,1248.9,8005.1,SEN,KEN
incremental_cost_0to1y,mcmarcel,1342954.9,1402402.5,219347,928248.3,1540886.6,SEN,KEN
incremental_cost_0to1y,own,241587.1,473490,937802.1,-1566298.5,1129080,SEN,KEN
net_cost/DALY_averted,mcmarcel,1249.9,895.6,1229.8,211.6,2603.3,SEN,KEN
net_cost/DALY_averted,own,56.6,42.2,193,-161.5,233.2,SEN,KEN
rsv_cases,mcmarcel,166545,166548,49.1,166459,166605,SEN,KEN
rsv_cases,own,168123.5,168136.5,236.5,167712,168412,SEN,KEN
rsv_deaths,mcmarcel,321.6,251,242.7,78,638.1,SEN,KEN
rsv_deaths,own,440.9,348,336.6,104,856,SEN,KEN
rsv_deaths_averted,mcmarcel,29.5,22,25.1,6,60,SEN,KEN
rsv_deaths_averted,own,172.1,133,139.1,39,335,SEN,KEN
total_DALY_0to1y,mcmarcel,9823.2,7712.5,7635.2,2313.8,19360.1,SEN,KEN
total_DALY_0to1y,own,24018.6,18739.5,18602.3,5761.4,46201.3,SEN,KEN
total_DALY_0to1y_averted,mcmarcel,2002.2,1515,1692.2,424,4022.8,SEN,KEN
total_DALY_0to1y_averted,own,11642,8986.5,9337.1,2694.6,22602.3,SEN,KEN
total_medical_cost_0to1y,mcmarcel,1706302.2,1401729.5,1191586.5,469950.3,3195160.7,SEN,KEN
total_medical_cost_0to1y,own,3313381.6,2761999.5,2229758.1,957017.4,6086905.6,SEN,KEN
total_medical_cost_averted,mcmarcel,292189.8,232742,219347,73356.8,558626.4,SEN,KEN
total_medical_cost_averted,own,1393557.6,1161655,937802.1,402507.2,2560059,SEN,KEN
cost_rsv_hosp_0to1y,mcmarcel,117973.3,88136,107790.9,21728,239922.3,SLE,KEN
cost_rsv_hosp_0to1y,own,231887,174399.5,205531.8,43500.7,470933.7,SLE,KEN
hosp_cases,mcmarcel,5214.1,4304.5,3466.3,1510,9675.2,SLE,KEN
hosp_cases,own,5354,4420,3558.7,1551.8,9942.5,SLE,KEN
hosp_cases_averted,mcmarcel,317.2,253,237.9,81,604,SLE,KEN
hosp_cases_averted,own,1519.9,1255,1010.2,440,2822.2,SLE,KEN
incremental_cost_0to1y,mcmarcel,613864.2,629545.5,59010.1,501422.3,665250.2,SLE,KEN
incremental_cost_0to1y,own,339444.4,405797,255803.3,-147549.9,572525.6,SLE,KEN
net_cost/DALY_averted,mcmarcel,1977.1,1440.8,1852.9,391.4,3986,SLE,KEN
net_cost/DALY_averted,own,187.2,136.4,256.8,-50,451.1,SLE,KEN
rsv_cases,mcmarcel,59684.6,59686,35.2,59624,59728,SLE,KEN
rsv_cases,own,61286,61296,242.2,60869,61585,SLE,KEN
rsv_deaths,mcmarcel,115.6,90,87.2,28,229,SLE,KEN
rsv_deaths,own,161.7,128,123.6,38,315,SLE,KEN
rsv_deaths_averted,mcmarcel,10.3,8,8.8,2,21,SLE,KEN
rsv_deaths_averted,own,60.7,47,49.1,14,118,SLE,KEN
total_DALY_0to1y,mcmarcel,2913.7,2289.5,2256.8,692,5729.6,SLE,KEN
total_DALY_0to1y,own,7128.7,5566.5,5509.5,1721,13716.2,SLE,KEN
total_DALY_0to1y_averted,mcmarcel,563.5,427,474.5,120,1129.3,SLE,KEN
total_DALY_0to1y_averted,own,3277.7,2528,2623.6,763,6364.8,SLE,KEN
total_medical_cost_0to1y,mcmarcel,439754.8,350212.5,335638.6,104804.3,835690.9,SLE,KEN
total_medical_cost_0to1y,own,862355.7,697346,636147.9,218472.8,1639721.2,SLE,KEN
total_medical_cost_averted,mcmarcel,72344.6,56663.5,59010.1,15753.1,140273.2,SLE,KEN
total_medical_cost_averted,own,346764.4,280412,255803.3,87850.5,659352.8,SLE,KEN
cost_rsv_hosp_0to1y,mcmarcel,126984.4,92038,118534.8,22639,262054.9,SOM,KEN
cost_rsv_hosp_0to1y,own,248470.7,182156,223632.3,45425.8,521431.2,SOM,KEN
hosp_cases,mcmarcel,11105.1,9169,7382.5,3215.9,20610.4,SOM,KEN
hosp_cases,own,11391.2,9404,7571.6,3300.7,21152.5,SOM,KEN
hosp_cases_averted,mcmarcel,432.3,344,324.4,110,823,SOM,KEN
hosp_cases_averted,own,2070.3,1709,1376.1,600,3844.3,SOM,KEN
incremental_cost_0to1y,mcmarcel,1061519.9,1065225.5,14724.8,1034352.1,1074659.7,SOM,KEN
incremental_cost_0to1y,own,979153.2,994239,60278,863923.1,1035362.3,SOM,KEN
net_cost/DALY_averted,mcmarcel,2285.4,1674,2080.4,481.3,4591.8,SOM,KEN
net_cost/DALY_averted,own,349.2,263.3,306.4,73.3,692.2,SOM,KEN
rsv_cases,mcmarcel,127116.3,127118,60.8,127013,127193,SOM,KEN
rsv_cases,own,130392.7,130409,502.1,129536,131015,SOM,KEN
rsv_deaths,mcmarcel,246.3,192,185.8,59,488.1,SOM,KEN
rsv_deaths,own,343.9,271,262.7,81,670,SOM,KEN
rsv_deaths_averted,mcmarcel,14.1,11,12,3,28,SOM,KEN
rsv_deaths_averted,own,82.7,64,66.8,19,161,SOM,KEN
total_DALY_0to1y,mcmarcel,6735.3,5290.5,5222.2,1595,13251.5,SOM,KEN
total_DALY_0to1y,own,16476.7,12865.5,12744.9,3967,31712.9,SOM,KEN
total_DALY_0to1y_averted,mcmarcel,835.1,633,703.9,178,1674.4,SOM,KEN
total_DALY_0to1y_averted,own,4858,3746,3891.5,1128.9,9435.1,SOM,KEN
total_medical_cost_0to1y,mcmarcel,206629,174866,126750.6,73469.2,355959.1,SOM,KEN
total_medical_cost_0to1y,own,404333.7,345772.5,233992.6,154247.5,688387,SOM,KEN
total_medical_cost_averted,mcmarcel,21792.4,18086.5,14724.8,7016.8,38703.5,SOM,KEN
total_medical_cost_averted,own,104159,89073,60278,39735.2,177332.6,SOM,KEN
cost_rsv_hosp_0to1y,mcmarcel,6716525.9,4947096.5,6285331.6,1140815.7,13736928.7,ZAF,KEN
cost_rsv_hosp_0to1y,own,13051413.3,9699563,11852741.8,2278792.6,26272847.8,ZAF,KEN
hosp_cases,mcmarcel,24125.2,19914,16038.3,6985.9,44795.3,ZAF,KEN
hosp_cases,own,24354.4,20109.5,16189.8,7053.4,45191.8,ZAF,KEN
hosp_cases_averted,mcmarcel,1470.3,1171.5,1105,373,2804,ZAF,KEN
hosp_cases_averted,own,7005.6,5784.5,4657,2028.8,12999.2,ZAF,KEN
incremental_cost_0to1y,mcmarcel,659377.8,968781.5,1451072.9,-2014961.7,2116194.5,ZAF,KEN
incremental_cost_0to1y,own,-9228313.7,-8236186,5749139.6,-19929780.8,-3164043.1,ZAF,KEN
net_cost/DALY_averted,mcmarcel,681.7,381,1263.4,-495.6,1978.9,ZAF,KEN
net_cost/DALY_averted,own,-744.9,-574,661,-1925.8,-200.2,ZAF,KEN
rsv_cases,mcmarcel,276152.6,276154,38.8,276086,276200,ZAF,KEN
rsv_cases,own,278777.6,278798,343,278180.9,279195,ZAF,KEN
rsv_deaths,mcmarcel,533.3,416,402.4,129,1057.2,ZAF,KEN
rsv_deaths,own,731.1,577,558.1,173,1419,ZAF,KEN
rsv_deaths_averted,mcmarcel,47.9,36,40.8,10,97,ZAF,KEN
rsv_deaths_averted,own,279.6,215,225.9,63,544.1,ZAF,KEN
total_DALY_0to1y,mcmarcel,15218.7,11949.5,11821.6,3591.6,29986.9,ZAF,KEN
total_DALY_0to1y,own,37213.7,29038.5,28805.2,8942.2,71556.6,ZAF,KEN
total_DALY_0to1y_averted,mcmarcel,3038.6,2299.5,2567,644,6100.8,ZAF,KEN
total_DALY_0to1y_averted,own,17666.9,13642.5,14161.8,4096.3,34287.6,ZAF,KEN
total_medical_cost_0to1y,mcmarcel,15634646.9,14181205,7698432.5,6320221.7,25358499.7,ZAF,KEN
total_medical_cost_0to1y,own,30364728.1,27956399.5,13955679.7,12953824.8,48221804.9,ZAF,KEN
total_medical_cost_averted,mcmarcel,2621270,2311866.5,1451072.9,946338.2,4470426.7,ZAF,KEN
total_medical_cost_averted,own,12508961.5,11516833.5,5749139.6,5336418.9,19865308.4,ZAF,KEN
cost_rsv_hosp_0to1y,mcmarcel,2674405.9,1929124,2464915.2,455708.8,5661607.6,SDN,KEN
cost_rsv_hosp_0to1y,own,5211231.1,3833891,4625738.9,904464.7,10851952.4,SDN,KEN
hosp_cases,mcmarcel,29153.6,24067.5,19381,8441.9,54125.5,SDN,KEN
hosp_cases,own,29603.7,24446.5,19678.5,8575,54972.4,SDN,KEN
hosp_cases_averted,mcmarcel,1814.1,1445,1362.6,460.9,3457.1,SDN,KEN
hosp_cases_averted,own,8659.3,7151,5756.1,2507.8,16080.1,SDN,KEN
incremental_cost_0to1y,mcmarcel,2719027.7,2941783,855507.1,1156013.1,3468946.7,SDN,KEN
incremental_cost_0to1y,own,-1377939.1,-436969.5,3682026,-8147638.2,2024168.5,SDN,KEN
net_cost/DALY_averted,mcmarcel,1355.6,959.5,1442.5,149.8,2895.6,SDN,KEN
net_cost/DALY_averted,own,-57.2,-20.3,346.8,-505.4,186.3,SDN,KEN
rsv_cases,mcmarcel,333710.6,333713,75.9,333581,333805,SDN,KEN
rsv_cases,own,338866.2,338896,738.6,337598,339776,SDN,KEN
rsv_deaths,mcmarcel,645.2,504,486.8,156,1278.3,SDN,KEN
rsv_deaths,own,890.6,703,680,211,1731.3,SDN,KEN
rsv_deaths_averted,mcmarcel,59.1,45,50.4,12,119,SDN,KEN
rsv_deaths_averted,own,345.7,266,279.3,78,673.1,SDN,KEN
total_DALY_0to1y,mcmarcel,19158,15043,14880.4,4518.7,37737.1,SDN,KEN
total_DALY_0to1y,own,46850.7,36554,36273.4,11271.7,90128.1,SDN,KEN
total_DALY_0to1y_averted,mcmarcel,3864.8,2925,3263.7,820,7765.5,SDN,KEN
total_DALY_0to1y_averted,own,22475.3,17339,18019.7,5210.1,43656.1,SDN,KEN
total_medical_cost_0to1y,mcmarcel,6366906.8,5141802,4703855.9,1629704.5,12025389.4,SDN,KEN
total_medical_cost_0to1y,own,12411635.3,10156804.5,8823181.6,3318512.3,23074440,SDN,KEN
total_medical_cost_averted,mcmarcel,1082566.7,859811,855507.1,257962.1,2097667.5,SDN,KEN
total_medical_cost_averted,own,5179533.5,4238564,3682026.1,1384857.2,9629258,SDN,KEN
cost_rsv_hosp_0to1y,mcmarcel,123530.1,92393,107261.5,23107.4,253608,TGO,KEN
cost_rsv_hosp_0to1y,own,241403.8,181762.5,204480.1,46493.3,488120.9,TGO,KEN
hosp_cases,mcmarcel,5745.4,4743.5,3819.5,1664,10666.1,TGO,KEN
hosp_cases,own,5846.9,4827.5,3886.6,1693.8,10857.3,TGO,KEN
hosp_cases_averted,mcmarcel,295.3,235,221.8,75,563,TGO,KEN
hosp_cases_averted,own,1410.8,1165,937.8,409,2620,TGO,KEN
incremental_cost_0to1y,mcmarcel,565375.9,575361.5,39247.6,497560.8,599181.3,TGO,KEN
incremental_cost_0to1y,own,378668.1,417539,166383.6,79565.6,531057.5,TGO,KEN
net_cost/DALY_averted,mcmarcel,1737.2,1266,1612.1,350.9,3489.9,TGO,KEN
net_cost/DALY_averted,own,198.4,143,212.4,13.1,430.4,TGO,KEN
rsv_cases,mcmarcel,65766,65767,16.2,65738,65786,TGO,KEN
rsv_cases,own,66927.9,66935,167.4,66641,67134,TGO,KEN
rsv_deaths,mcmarcel,127.2,99,96,31,252,TGO,KEN
rsv_deaths,own,176,139,134.4,42,342.1,TGO,KEN
rsv_deaths_averted,mcmarcel,9.6,7,8.2,2,19,TGO,KEN
rsv_deaths_averted,own,56.3,43,45.5,13,110,TGO,KEN
total_DALY_0to1y,mcmarcel,3562,2797,2764.5,842,7014.1,TGO,KEN
total_DALY_0to1y,own,8712.1,6798.5,6741.4,2101.5,16758.8,TGO,KEN
total_DALY_0to1y_averted,mcmarcel,591.4,448,499.1,126,1187.2,TGO,KEN
total_DALY_0to1y_averted,own,3439.4,2653.5,2756.2,798.9,6681.1,TGO,KEN
total_medical_cost_0to1y,mcmarcel,352114.8,288537,260237.5,92797.5,641418.2,TGO,KEN
total_medical_cost_0to1y,own,686868.8,573790,484025.7,190531.6,1248783.2,TGO,KEN
total_medical_cost_averted,mcmarcel,49403.1,39417.5,39247.6,12274,92222.7,TGO,KEN
total_medical_cost_averted,own,236110.9,197240,166383.6,65495.2,429269,TGO,KEN
cost_rsv_hosp_0to1y,mcmarcel,995159.7,717446,956823.1,179515.3,2069734.4,UGA,KEN
cost_rsv_hosp_0to1y,own,1944143.6,1422681,1806484.7,358864.8,4016151.4,UGA,KEN
hosp_cases,mcmarcel,39946.3,32981.5,26555.7,11566.8,74149.1,UGA,KEN
hosp_cases,own,40702.5,33598,27055.6,11790.7,75585.4,UGA,KEN
hosp_cases_averted,mcmarcel,2449,1951.5,1838.7,621.9,4666,UGA,KEN
hosp_cases_averted,own,11704.1,9661.5,7779.9,3390.6,21735,UGA,KEN
incremental_cost_0to1y,mcmarcel,4371954.9,4521135.5,512973.6,3418998,4811108.6,UGA,KEN
incremental_cost_0to1y,own,2026661.1,2598522,2208904.8,-2194897.4,4012547.1,UGA,KEN
net_cost/DALY_averted,mcmarcel,1625.2,1194.9,1542.4,312.8,3267.5,UGA,KEN
net_cost/DALY_averted,own,132.3,98.3,215.6,-87.7,345.2,UGA,KEN
rsv_cases,mcmarcel,457251.8,457257,167.2,456967,457460,UGA,KEN
rsv_cases,own,465911.6,465962,1275.7,463720,467487,UGA,KEN
rsv_deaths,mcmarcel,884.6,691,667.4,213,1752.4,UGA,KEN
rsv_deaths,own,1226,967.5,936.3,290.9,2386.2,UGA,KEN
